build_up_id,match_id,match_name,match_date,team,opponent,scorer,minute,second,period,possession,passes_before_goal,attack_duration_seconds,build_up_type,shot_xg,tournament_stage,tournament_progress_score,finishing_efficiency,goal_event_id,match_stage,play_pattern,start_x,start_y,goal_x,goal_y,shot_x,shot_y
3869519_1,3869519,Argentina vs Croatia,2022-12-13,Argentina,Croatia,Lionel Andrés Messi Cuccittini,33,27,1,54,0,0,Quick attack,0.7835,Winner,7,0.209090909090909,3869519_1,Semi-finals,Other,108.0,40.0,108.0,40.0,108.0,40.0
3869519_2,3869519,Argentina vs Croatia,2022-12-13,Argentina,Croatia,Julián Álvarez,38,26,1,61,1,11,Quick attack,0.36172354,Winner,7,0.209090909090909,3869519_2,Semi-finals,From Counter,21.2,47.8,112.7,37.4,112.7,37.4
3869519_3,3869519,Argentina vs Croatia,2022-12-13,Argentina,Croatia,Julián Álvarez,68,46,2,127,3,14,Medium build-up,0.33366448,Winner,7,0.209090909090909,3869519_3,Semi-finals,From Throw In,42.5,80.0,113.3,45.4,113.3,45.4
3869354_1,3869354,England vs France,2022-12-10,France,England,Aurélien Djani Tchouaméni,16,22,1,44,6,20,Medium build-up,0.027870113,Final,6,0.1698113207547169,3869354_1,Quarter-finals,Regular Play,41.4,14.3,92.5,43.5,92.5,43.5
3869354_2,3869354,England vs France,2022-12-10,England,France,Harry Kane,53,27,2,100,0,0,Quick attack,0.7835,Quarter Final,3,0.2063492063492063,3869354_2,Quarter-finals,Other,108.1,40.1,108.1,40.1,108.1,40.1
3869354_3,3869354,England vs France,2022-12-10,France,England,Olivier Giroud,77,10,2,151,3,8,Medium build-up,0.14665264,Final,6,0.1698113207547169,3869354_3,Quarter-finals,From Corner,88.0,40.3,114.7,36.4,114.7,36.4
3869552_1,3869552,France vs Morocco,2022-12-14,France,Morocco,Theo Bernard François Hernández,4,40,1,6,16,60,Long build-up,0.0979349,Final,6,0.1698113207547169,3869552_1,Semi-finals,From Throw In,61.1,0.1,115.7,31.5,115.7,31.5
3869552_2,3869552,France vs Morocco,2022-12-14,France,Morocco,Randal Kolo Muani,78,49,2,126,6,24,Medium build-up,0.8521293,Final,6,0.1698113207547169,3869552_2,Semi-finals,From Goal Kick,45.2,27.5,115.6,43.8,115.6,43.8
3869420_1,3869420,Croatia vs Brazil,2022-12-09,Brazil,Croatia,Neymar da Silva Santos Junior,105,35,3,229,7,17,Long build-up,0.4674385,Quarter Final,3,0.101010101010101,3869420_1,Quarter-finals,From Throw In,92.0,80.0,116.5,47.2,116.5,47.2
3869420_2,3869420,Croatia vs Brazil,2022-12-09,Croatia,Brazil,Bruno Petković,116,2,4,246,5,30,Medium build-up,0.09977819,Semi Final,4,0.1724137931034483,3869420_2,Quarter-finals,Regular Play,55.3,11.6,103.2,38.6,103.2,38.6
3869420_3,3869420,Croatia vs Brazil,2022-12-09,Croatia,Brazil,Nikola Vlašić,120,3,5,258,0,0,Quick attack,0.7835,Semi Final,4,0.1724137931034483,3869420_3,Quarter-finals,Other,108.0,40.0,108.0,40.0,108.0,40.0
3869420_4,3869420,Croatia vs Brazil,2022-12-09,Croatia,Brazil,Lovro Majer,121,38,5,260,0,0,Quick attack,0.7835,Semi Final,4,0.1724137931034483,3869420_4,Quarter-finals,Other,108.0,40.0,108.0,40.0,108.0,40.0
3869420_5,3869420,Croatia vs Brazil,2022-12-09,Brazil,Croatia,Carlos Henrique Casimiro,122,17,5,261,0,0,Quick attack,0.7835,Quarter Final,3,0.101010101010101,3869420_5,Quarter-finals,Other,108.0,40.0,108.0,40.0,108.0,40.0
3869420_6,3869420,Croatia vs Brazil,2022-12-09,Croatia,Brazil,Luka Modrić,123,6,5,262,0,0,Quick attack,0.7835,Semi Final,4,0.1724137931034483,3869420_6,Quarter-finals,Other,108.0,40.0,108.0,40.0,108.0,40.0
3869420_7,3869420,Croatia vs Brazil,2022-12-09,Brazil,Croatia,Pedro Guilherme Abreu dos Santos,123,49,5,263,0,0,Quick attack,0.7835,Quarter Final,3,0.101010101010101,3869420_7,Quarter-finals,Other,108.0,40.0,108.0,40.0,108.0,40.0
