build_up_id,match_id,match_label,team,goal_player,goal_minute,pass_order,player,minute,second,x,y,end_x,end_y,pass_length
3857301_1,3857301,Qatar vs Senegal,Senegal,Boulaye Dia,40,2,Nampalys Mendy,39,43,56.7,50.0,45.8,56.2,12.539936203984459
3857301_1,3857301,Qatar vs Senegal,Senegal,Boulaye Dia,40,3,Youssouf Sabaly,39,46,45.8,53.8,40.7,29.7,24.633716731342023
3857301_1,3857301,Qatar vs Senegal,Senegal,Boulaye Dia,40,4,Abdou Diallo,39,49,43.5,24.5,56.3,2.7,25.280031645549812
3857301_1,3857301,Qatar vs Senegal,Senegal,Boulaye Dia,40,5,Ismail Jakobs,39,52,56.7,5.7,45.0,18.1,17.0484603410396
3857301_1,3857301,Qatar vs Senegal,Senegal,Boulaye Dia,40,6,Abdou Diallo,40,0,62.5,14.5,67.0,3.1,12.256018929489299
3857301_1,3857301,Qatar vs Senegal,Senegal,Boulaye Dia,40,7,Ismail Jakobs,40,4,72.8,1.6,57.0,11.9,18.86080592127494
3857301_1,3857301,Qatar vs Senegal,Senegal,Boulaye Dia,40,8,Abdou Diallo,40,9,68.1,13.0,79.4,21.5,14.140014144264505
3857301_1,3857301,Qatar vs Senegal,Senegal,Boulaye Dia,40,9,Boulaye Dia,40,10,80.5,21.1,65.9,19.2,14.723111084278344
3857301_1,3857301,Qatar vs Senegal,Senegal,Boulaye Dia,40,10,Abdou Diallo,40,12,65.9,17.3,89.0,2.1,27.652305509667723
3857301_2,3857301,Qatar vs Senegal,Senegal,Famara Diedhiou,47,1,Ismail Jakobs,47,50,120.0,80.0,112.5,48.1,32.769803173043314
3857301_3,3857301,Qatar vs Senegal,Qatar,Mohammed Muntari,77,1,Akram Hassan Afif,77,9,64.0,39.1,67.9,13.0,26.3897707454991
3857301_3,3857301,Qatar vs Senegal,Qatar,Mohammed Muntari,77,2,Boualem Khoukhi,77,18,40.5,34.4,14.8,43.1,27.132637173706502
3857301_3,3857301,Qatar vs Senegal,Qatar,Mohammed Muntari,77,3,Meshaal Aissa Barsham,77,22,15.2,41.4,19.3,46.6,6.621933252457325
3857301_3,3857301,Qatar vs Senegal,Qatar,Mohammed Muntari,77,4,Boualem Khoukhi,77,26,19.3,48.1,31.1,13.0,37.030392922571046
3857301_3,3857301,Qatar vs Senegal,Qatar,Mohammed Muntari,77,5,Abdelkarim Hassan Al Haj Fadlalla,77,30,37.5,15.8,98.9,76.7,86.4798820535736
3857301_3,3857301,Qatar vs Senegal,Qatar,Mohammed Muntari,77,6,Ismaeel Mohammad Mohammad,77,38,116.6,67.3,109.8,38.7,29.397278785629116
3857301_4,3857301,Qatar vs Senegal,Senegal,Cheikh Ahmadou Bamba Mbacke Dieng,83,1,Youssouf Sabaly,82,54,55.7,73.3,69.6,78.9,14.985659811966901
3857301_4,3857301,Qatar vs Senegal,Senegal,Cheikh Ahmadou Bamba Mbacke Dieng,83,2,Iliman Ndiaye,83,1,91.2,68.0,93.9,72.0,4.825971404805463
3857301_4,3857301,Qatar vs Senegal,Senegal,Cheikh Ahmadou Bamba Mbacke Dieng,83,3,Pape Matar Sarr,83,3,95.2,69.7,113.0,60.1,20.223748416156685
3857301_4,3857301,Qatar vs Senegal,Senegal,Cheikh Ahmadou Bamba Mbacke Dieng,83,4,Iliman Ndiaye,83,5,113.0,60.1,107.6,47.0,14.169333082400177
3857300_2,3857300,Argentina vs Saudi Arabia,Saudi Arabia,Saleh Khalid Al Shehri,47,1,Mohammed Kanoo,47,22,49.9,24.7,58.9,17.7,11.40175425099138
3857300_2,3857300,Argentina vs Saudi Arabia,Saudi Arabia,Saleh Khalid Al Shehri,47,2,Nawaf Shaker Al Abid,47,24,59.3,17.7,69.4,4.2,16.860011862392035
3857300_2,3857300,Argentina vs Saudi Arabia,Saudi Arabia,Saleh Khalid Al Shehri,47,3,Salem Mohammed Al Dawsari,47,26,69.2,4.4,69.6,17.9,13.505924625881782
3857300_2,3857300,Argentina vs Saudi Arabia,Saudi Arabia,Saleh Khalid Al Shehri,47,4,Abdulelah Saad Hameed Al-Malki,47,35,63.2,38.0,84.6,34.4,21.70069123323033
3857300_2,3857300,Argentina vs Saudi Arabia,Saudi Arabia,Saleh Khalid Al Shehri,47,5,Firas Tariq Nasser Al Albirakan,47,36,84.6,34.4,91.8,33.5,7.256031973468697
3857300_3,3857300,Argentina vs Saudi Arabia,Saudi Arabia,Salem Mohammed Al Dawsari,52,1,Salem Mohammed Al Dawsari,52,13,66.4,2.7,50.1,8.5,17.301156030739683
3857300_3,3857300,Argentina vs Saudi Arabia,Saudi Arabia,Salem Mohammed Al Dawsari,52,2,Ali Albulayhi,52,15,50.1,7.8,44.1,22.2,15.599999999999998
3857300_3,3857300,Argentina vs Saudi Arabia,Saudi Arabia,Salem Mohammed Al Dawsari,52,3,Abdulelah Saad Hameed Al-Malki,52,17,39.0,24.1,13.1,26.7,26.030174797722736
3857300_3,3857300,Argentina vs Saudi Arabia,Saudi Arabia,Salem Mohammed Al Dawsari,52,4,Mohammed Khalil Al Owais,52,22,13.3,26.5,74.9,74.2,77.9092420705015
3857299_2,3857299,South Korea vs Ghana,Ghana,Mohammed Kudus,33,1,Lawrence Ati-Zigi,32,15,7.0,44.1,9.4,23.7,20.54069132234843
3857299_2,3857299,South Korea vs Ghana,Ghana,Mohammed Kudus,33,2,Mohamed Salisu,32,20,11.6,23.7,11.4,35.3,11.601724009818538
3857299_2,3857299,South Korea vs Ghana,Ghana,Mohammed Kudus,33,3,Salis Abdul Samed,32,22,12.2,35.3,16.0,60.6,25.583783926542225
3857299_2,3857299,South Korea vs Ghana,Ghana,Mohammed Kudus,33,4,Daniel Amartey,32,24,21.3,62.8,28.1,60.0,7.353910524340094
3857299_2,3857299,South Korea vs Ghana,Ghana,Mohammed Kudus,33,5,Thomas Teye Partey,32,26,27.8,63.3,51.6,64.6,23.835477759004537
3857299_2,3857299,South Korea vs Ghana,Ghana,Mohammed Kudus,33,6,Mohammed Kudus,32,30,53.4,50.4,68.7,6.0,46.96221885728995
3857299_2,3857299,South Korea vs Ghana,Ghana,Mohammed Kudus,33,7,Gideon Mensah,32,37,81.2,18.5,73.3,18.5,7.900000000000006
3857299_2,3857299,South Korea vs Ghana,Ghana,Mohammed Kudus,33,8,André Ayew Pelé,32,39,73.3,17.9,74.7,31.3,13.472935834479435
3857299_2,3857299,South Korea vs Ghana,Ghana,Mohammed Kudus,33,9,Thomas Teye Partey,32,40,74.7,31.3,73.8,20.1,11.236102527122116
3857299_2,3857299,South Korea vs Ghana,Ghana,Mohammed Kudus,33,10,André Ayew Pelé,32,44,73.8,19.3,56.6,17.9,17.256882684888364
3857299_2,3857299,South Korea vs Ghana,Ghana,Mohammed Kudus,33,11,Mohamed Salisu,32,48,62.9,20.1,63.2,5.5,14.603081866510236
3857299_2,3857299,South Korea vs Ghana,Ghana,Mohammed Kudus,33,12,André Ayew Pelé,32,52,67.2,19.7,73.8,12.9,9.476286192385702
3857299_2,3857299,South Korea vs Ghana,Ghana,Mohammed Kudus,33,13,Jordan Ayew,32,52,73.8,12.7,63.4,8.3,11.292475370794481
3857299_2,3857299,South Korea vs Ghana,Ghana,Mohammed Kudus,33,14,Gideon Mensah,32,56,57.8,16.7,39.3,19.7,18.741664813991314
3857299_2,3857299,South Korea vs Ghana,Ghana,Mohammed Kudus,33,15,Mohamed Salisu,32,59,39.6,20.5,41.5,63.8,43.341665865538666
3857299_2,3857299,South Korea vs Ghana,Ghana,Mohammed Kudus,33,16,Daniel Amartey,33,3,53.0,67.7,64.3,55.1,16.924833824885845
3857299_2,3857299,South Korea vs Ghana,Ghana,Mohammed Kudus,33,17,Thomas Teye Partey,33,5,64.3,59.4,55.4,68.3,12.586500705120544
3857299_2,3857299,South Korea vs Ghana,Ghana,Mohammed Kudus,33,18,Daniel Amartey,33,7,55.4,67.4,58.2,47.0,20.59126028197401
3857299_2,3857299,South Korea vs Ghana,Ghana,Mohammed Kudus,33,19,Salis Abdul Samed,33,8,58.2,47.0,58.2,53.6,6.600000000000001
3857299_2,3857299,South Korea vs Ghana,Ghana,Mohammed Kudus,33,20,Thomas Teye Partey,33,8,58.0,53.6,45.4,40.0,18.539687160251656
3857299_2,3857299,South Korea vs Ghana,Ghana,Mohammed Kudus,33,21,Mohamed Salisu,33,11,45.4,39.7,50.0,9.3,30.74605665772442
3857299_2,3857299,South Korea vs Ghana,Ghana,Mohammed Kudus,33,22,Gideon Mensah,33,14,50.5,9.1,99.1,9.1,48.599999999999994
3857299_2,3857299,South Korea vs Ghana,Ghana,Mohammed Kudus,33,23,Iñaki Williams Arthuer,33,19,98.3,6.1,89.1,8.3,9.459386872308377
3857299_2,3857299,South Korea vs Ghana,Ghana,Mohammed Kudus,33,24,Jordan Ayew,33,23,91.9,8.3,83.7,4.5,9.037698822156006
3857299_2,3857299,South Korea vs Ghana,Ghana,Mohammed Kudus,33,25,Gideon Mensah,33,25,83.4,4.5,76.9,14.0,11.510864433221338
3857299_2,3857299,South Korea vs Ghana,Ghana,Mohammed Kudus,33,26,Salis Abdul Samed,33,28,72.4,25.0,64.6,60.0,35.8586112391431
3857299_2,3857299,South Korea vs Ghana,Ghana,Mohammed Kudus,33,27,Daniel Amartey,33,34,75.5,62.0,73.6,56.4,5.913543776789011
3857299_2,3857299,South Korea vs Ghana,Ghana,Mohammed Kudus,33,28,Thomas Teye Partey,33,39,82.7,51.2,79.8,38.6,12.92942380773405
3857299_2,3857299,South Korea vs Ghana,Ghana,Mohammed Kudus,33,29,Salis Abdul Samed,33,41,80.1,37.3,95.5,11.1,30.390788077968626
3857299_2,3857299,South Korea vs Ghana,Ghana,Mohammed Kudus,33,30,Gideon Mensah,33,45,100.3,6.9,91.7,11.0,9.527329111561116
3857299_2,3857299,South Korea vs Ghana,Ghana,Mohammed Kudus,33,31,Jordan Ayew,33,47,90.9,10.7,113.1,41.8,38.210600623387215
3857299_3,3857299,South Korea vs Ghana,South Korea,Gue-Sung Cho,57,1,Young-Gwon Kim,56,51,16.8,6.3,26.6,12.3,11.490865937778581
3857299_3,3857299,South Korea vs Ghana,South Korea,Gue-Sung Cho,57,2,Kang-In Lee,56,54,27.3,25.0,24.1,55.2,30.369063205834983
3857299_3,3857299,South Korea vs Ghana,South Korea,Gue-Sung Cho,57,3,Moon-Hwan Kim,56,58,39.6,64.6,39.6,55.0,9.599999999999994
3857299_3,3857299,South Korea vs Ghana,South Korea,Gue-Sung Cho,57,4,In-Beom Hwang,57,5,45.4,41.2,54.8,19.0,24.108089928486663
3857299_3,3857299,South Korea vs Ghana,South Korea,Gue-Sung Cho,57,5,Young-Gwon Kim,57,8,57.9,18.1,87.2,4.2,32.42992445257929
3857299_3,3857299,South Korea vs Ghana,South Korea,Gue-Sung Cho,57,6,Kang-In Lee,57,18,101.6,5.2,112.6,38.4,34.97484810546001
3857299_4,3857299,South Korea vs Ghana,South Korea,Gue-Sung Cho,60,1,Heung-Min Son,59,38,76.4,0.1,53.5,9.6,24.79233752593733
3857299_4,3857299,South Korea vs Ghana,South Korea,Gue-Sung Cho,60,2,Woo-Young Jung,59,41,57.2,9.6,61.0,22.1,13.064838307457158
3857299_4,3857299,South Korea vs Ghana,South Korea,Gue-Sung Cho,60,3,Kang-In Lee,59,42,61.0,22.1,39.3,22.7,21.70829334609241
3857299_4,3857299,South Korea vs Ghana,South Korea,Gue-Sung Cho,60,4,Young-Gwon Kim,59,45,38.9,22.7,42.7,61.4,38.886115774142326
3857299_4,3857299,South Korea vs Ghana,South Korea,Gue-Sung Cho,60,5,Min Jae Kim,59,49,46.2,64.1,81.6,78.5,38.21675025430602
3857299_4,3857299,South Korea vs Ghana,South Korea,Gue-Sung Cho,60,6,Sang-Ho Na,59,59,74.9,31.0,92.9,11.5,26.537709019431198
3857299_4,3857299,South Korea vs Ghana,South Korea,Gue-Sung Cho,60,7,Heung-Min Son,60,2,98.9,12.5,117.9,14.0,19.059118552545918
3857299_4,3857299,South Korea vs Ghana,South Korea,Gue-Sung Cho,60,8,Jin-Su Kim,60,5,117.9,14.0,115.5,43.7,29.79681191000138
3857299_5,3857299,South Korea vs Ghana,Ghana,Mohammed Kudus,67,1,Daniel Amartey,67,30,50.6,61.6,57.4,32.2,30.17614952242913
3857299_5,3857299,South Korea vs Ghana,Ghana,Mohammed Kudus,67,2,Salis Abdul Samed,67,33,62.0,27.6,75.1,2.4,28.401584462842916
3857299_5,3857299,South Korea vs Ghana,Ghana,Mohammed Kudus,67,3,Gideon Mensah,67,36,75.1,2.4,62.4,14.3,17.404022523543226
3857299_5,3857299,South Korea vs Ghana,Ghana,Mohammed Kudus,67,4,Salis Abdul Samed,67,39,59.7,18.9,46.8,18.2,12.918978287774934
3857299_5,3857299,South Korea vs Ghana,Ghana,Mohammed Kudus,67,5,Mohamed Salisu,67,42,46.6,17.6,62.9,17.2,16.30490723677997
3857299_5,3857299,South Korea vs Ghana,Ghana,Mohammed Kudus,67,6,Thomas Teye Partey,67,44,69.1,17.8,88.9,5.7,23.204525420701895
3857299_5,3857299,South Korea vs Ghana,Ghana,Mohammed Kudus,67,7,Jordan Ayew,67,48,97.0,8.0,111.0,13.5,15.041608956491324
3857299_5,3857299,South Korea vs Ghana,Ghana,Mohammed Kudus,67,8,Gideon Mensah,67,49,111.0,13.9,109.2,32.5,18.686893802876927
3857298_2,3857298,Portugal vs Ghana,Ghana,André Ayew Pelé,72,1,Daniel Amartey,71,46,56.7,64.4,51.3,49.8,15.566630977832046
3857298_2,3857298,Portugal vs Ghana,Ghana,André Ayew Pelé,72,2,Salis Abdul Samed,71,55,62.4,25.4,76.0,4.5,24.93531632043195
3857298_2,3857298,Portugal vs Ghana,Ghana,André Ayew Pelé,72,3,Abdul Rahman Baba,71,59,76.8,3.7,63.7,11.3,15.144966160411183
3857298_2,3857298,Portugal vs Ghana,Ghana,André Ayew Pelé,72,4,Mohamed Salisu,72,2,65.6,10.7,75.7,3.9,12.175795661885928
3857298_2,3857298,Portugal vs Ghana,Ghana,André Ayew Pelé,72,5,Abdul Rahman Baba,72,6,73.8,4.7,106.3,21.3,36.4939721049929
3857298_3,3857298,Portugal vs Ghana,Portugal,João Félix Sequeira,77,1,Raphaël Adelino José Guerreiro,76,58,46.0,11.0,50.1,17.6,7.769813382572328
3857298_3,3857298,Portugal vs Ghana,Portugal,João Félix Sequeira,77,2,William Silva de Carvalho,77,1,55.8,24.1,64.2,44.1,21.69239498073
3857298_3,3857298,Portugal vs Ghana,Portugal,João Félix Sequeira,77,3,Bruno Miguel Borges Fernandes,77,3,68.7,50.7,101.1,55.7,32.783532451522056
3857298_4,3857298,Portugal vs Ghana,Portugal,Rafael Alexandre Conceição Leão,79,1,Cristiano Ronaldo dos Santos Aveiro,79,13,56.1,43.9,51.7,32.8,11.940268003692381
3857298_4,3857298,Portugal vs Ghana,Portugal,Rafael Alexandre Conceição Leão,79,2,Bruno Miguel Borges Fernandes,79,20,100.0,33.6,111.7,28.3,12.844454056128663
3857298_5,3857298,Portugal vs Ghana,Ghana,Osman Bukari,88,1,Tariq Lamptey,88,15,51.8,80.0,30.1,50.1,36.944553049130256
3857298_5,3857298,Portugal vs Ghana,Ghana,Osman Bukari,88,2,Alexander Djiku,88,17,30.4,46.5,36.3,25.1,22.198423367437606
3857298_5,3857298,Portugal vs Ghana,Ghana,Osman Bukari,88,3,Mohamed Salisu,88,20,41.2,19.4,105.8,15.9,64.69474476338861
3857297_1,3857297,Poland vs Saudi Arabia,Poland,Piotr Zieliński,38,1,Wojciech Szczęsny,38,43,6.0,36.0,53.2,68.2,57.13737830877437
3857297_1,3857297,Poland vs Saudi Arabia,Poland,Piotr Zieliński,38,2,Matty Cash,38,46,53.2,68.2,92.7,59.8,40.3832886228945
3857297_1,3857297,Poland vs Saudi Arabia,Poland,Piotr Zieliński,38,3,Przemysław Frankowski,38,52,93.1,57.6,107.4,59.1,14.37845610627234
3857297_1,3857297,Poland vs Saudi Arabia,Poland,Piotr Zieliński,38,4,Matty Cash,38,53,106.8,59.1,112.7,42.1,17.994721448246985
3857297_1,3857297,Poland vs Saudi Arabia,Poland,Piotr Zieliński,38,5,Robert Lewandowski,38,56,117.9,51.1,111.9,44.7,8.772684879784522
3857293_1,3857293,Ghana vs Uruguay,Uruguay,Giorgian Daniel De Arrascaeta Benedetti,25,1,Federico Santiago Valverde Dipetta,25,7,48.0,49.4,36.6,33.5,19.56450868281644
3857293_1,3857293,Ghana vs Uruguay,Uruguay,Giorgian Daniel De Arrascaeta Benedetti,25,2,Sebastián Coates Nión,25,10,36.8,33.8,42.7,77.1,43.70011441632619
3857293_1,3857293,Ghana vs Uruguay,Uruguay,Giorgian Daniel De Arrascaeta Benedetti,25,3,Guillermo Varela Olivera,25,13,42.5,75.7,45.5,64.6,11.49826073804209
3857293_1,3857293,Ghana vs Uruguay,Uruguay,Giorgian Daniel De Arrascaeta Benedetti,25,4,Federico Santiago Valverde Dipetta,25,19,57.8,62.3,72.7,76.2,20.37694775966215
3857293_1,3857293,Ghana vs Uruguay,Uruguay,Giorgian Daniel De Arrascaeta Benedetti,25,5,Darwin Gabriel Núñez Ribeiro,25,24,96.4,74.6,109.8,26.5,49.93165328726858
3857293_2,3857293,Ghana vs Uruguay,Uruguay,Giorgian Daniel De Arrascaeta Benedetti,31,1,Rodrigo Bentancur Colmán,30,44,75.4,18.1,73.6,33.1,15.107613974417006
3857293_2,3857293,Ghana vs Uruguay,Uruguay,Giorgian Daniel De Arrascaeta Benedetti,31,2,Federico Santiago Valverde Dipetta,30,45,73.4,35.2,75.3,18.4,16.90709910067366
3857293_2,3857293,Ghana vs Uruguay,Uruguay,Giorgian Daniel De Arrascaeta Benedetti,31,3,Rodrigo Bentancur Colmán,30,46,75.3,18.4,75.0,5.7,12.703542812932147
3857293_2,3857293,Ghana vs Uruguay,Uruguay,Giorgian Daniel De Arrascaeta Benedetti,31,4,Mathías Olivera Miramontes,30,47,77.3,5.4,49.4,22.6,32.77575323314477
3857293_2,3857293,Ghana vs Uruguay,Uruguay,Giorgian Daniel De Arrascaeta Benedetti,31,5,Sebastián Coates Nión,30,51,44.7,21.0,50.8,51.6,31.202083263782246
3857293_2,3857293,Ghana vs Uruguay,Uruguay,Giorgian Daniel De Arrascaeta Benedetti,31,6,José María Giménez de Vargas,30,53,52.0,50.4,60.0,50.9,8.0156097709407
3857293_2,3857293,Ghana vs Uruguay,Uruguay,Giorgian Daniel De Arrascaeta Benedetti,31,7,Federico Santiago Valverde Dipetta,30,56,66.2,57.0,84.7,60.9,18.906612599828662
3857293_2,3857293,Ghana vs Uruguay,Uruguay,Giorgian Daniel De Arrascaeta Benedetti,31,8,Facundo Pellistri Rebollo,30,58,88.4,56.0,100.3,54.1,12.050726119201274
3857293_2,3857293,Ghana vs Uruguay,Uruguay,Giorgian Daniel De Arrascaeta Benedetti,31,9,Darwin Gabriel Núñez Ribeiro,30,59,100.3,54.3,100.3,40.2,14.099999999999994
3857293_2,3857293,Ghana vs Uruguay,Uruguay,Giorgian Daniel De Arrascaeta Benedetti,31,10,Luis Alberto Suárez Díaz,31,0,101.1,40.6,110.8,31.2,13.507405376311178
3857292_1,3857292,Costa Rica vs Germany,Germany,Serge Gnabry,9,1,İlkay Gündoğan,9,22,53.4,13.9,57.9,13.7,4.504442251822083
3857292_1,3857292,Costa Rica vs Germany,Germany,Serge Gnabry,9,2,Jamal Musiala,9,28,95.5,26.7,110.1,14.2,19.220041623263977
3857292_1,3857292,Costa Rica vs Germany,Germany,Serge Gnabry,9,3,David Raum,9,30,110.2,14.2,111.9,33.1,18.976301009416986
3857292_2,3857292,Costa Rica vs Germany,Costa Rica,Yeltsin Ignacio Tejeda Valverde,57,1,Keysher Fuller Spence,57,30,70.8,76.4,72.6,61.2,15.306207890917987
3857292_2,3857292,Costa Rica vs Germany,Costa Rica,Yeltsin Ignacio Tejeda Valverde,57,2,Joel Nathaniel Campbell Samuels,57,33,76.1,58.0,114.8,61.4,38.84906691286163
3857292_2,3857292,Costa Rica vs Germany,Costa Rica,Yeltsin Ignacio Tejeda Valverde,57,3,Keysher Fuller Spence,57,37,114.9,60.4,108.9,45.4,16.15549442140351
3857292_3,3857292,Costa Rica vs Germany,Germany,Kai Havertz,72,1,Niclas Füllkrug,70,59,60.0,40.0,56.1,27.1,13.476646467129719
3857292_3,3857292,Costa Rica vs Germany,Germany,Kai Havertz,72,2,Jamal Musiala,71,5,73.0,26.3,56.1,40.8,22.267914136712488
3857292_3,3857292,Costa Rica vs Germany,Germany,Kai Havertz,72,3,Niklas Süle,71,8,55.8,41.0,64.2,54.3,15.730543537970965
3857292_3,3857292,Costa Rica vs Germany,Germany,Kai Havertz,72,4,Lukas Klostermann,71,11,64.8,54.3,61.1,40.7,14.094325099131204
3857292_3,3857292,Costa Rica vs Germany,Germany,Kai Havertz,72,5,Niklas Süle,71,16,76.9,28.6,90.3,0.9,30.770927837814703
3857292_3,3857292,Costa Rica vs Germany,Germany,Kai Havertz,72,6,Antonio Rüdiger,71,25,38.8,8.2,52.8,38.9,33.74151745253909
3857292_3,3857292,Costa Rica vs Germany,Germany,Kai Havertz,72,7,Niklas Süle,71,28,53.8,40.8,77.4,66.7,35.03954908385667
3857292_3,3857292,Costa Rica vs Germany,Germany,Kai Havertz,72,8,Mario Götze,71,33,84.5,73.2,68.2,58.1,22.219360926903363
3857292_3,3857292,Costa Rica vs Germany,Germany,Kai Havertz,72,9,Lukas Klostermann,71,35,69.2,55.1,63.4,43.7,12.790621564255586
3857292_3,3857292,Costa Rica vs Germany,Germany,Kai Havertz,72,10,Niklas Süle,71,37,63.4,43.6,66.7,24.0,19.875864761061344
3857292_3,3857292,Costa Rica vs Germany,Germany,Kai Havertz,72,11,Antonio Rüdiger,71,41,69.7,22.3,75.1,57.6,35.710642671338185
3857292_3,3857292,Costa Rica vs Germany,Germany,Kai Havertz,72,12,Niklas Süle,71,44,76.1,57.0,80.3,42.8,14.808105888330218
3857292_3,3857292,Costa Rica vs Germany,Germany,Kai Havertz,72,13,Joshua Kimmich,71,46,80.3,42.1,89.2,70.9,30.143821920917734
3857292_3,3857292,Costa Rica vs Germany,Germany,Kai Havertz,72,14,Serge Gnabry,71,48,89.2,71.1,79.5,51.7,21.689859381747954
3857292_3,3857292,Costa Rica vs Germany,Germany,Kai Havertz,72,15,Joshua Kimmich,71,54,84.8,42.5,93.4,6.6,36.91571481090404
3857292_3,3857292,Costa Rica vs Germany,Germany,Kai Havertz,72,16,Leroy Sané,71,57,93.2,6.1,107.8,34.9,32.28931711882429
3857292_3,3857292,Costa Rica vs Germany,Germany,Kai Havertz,72,17,Joshua Kimmich,72,1,96.3,32.9,106.2,44.1,14.948244044034075
3857292_3,3857292,Costa Rica vs Germany,Germany,Kai Havertz,72,18,Niclas Füllkrug,72,2,106.5,44.7,109.9,39.5,6.212889826803632
3857292_4,3857292,Costa Rica vs Germany,Germany,Kai Havertz,84,1,Antonio Rüdiger,83,39,34.7,51.4,17.3,46.3,18.13201588351389
3857292_4,3857292,Costa Rica vs Germany,Germany,Kai Havertz,84,2,Lukas Klostermann,83,40,17.3,46.3,2.1,42.7,15.620499351813308
3857292_4,3857292,Costa Rica vs Germany,Germany,Kai Havertz,84,3,Manuel Neuer,83,44,12.2,38.4,46.9,8.3,45.93582479938724
3857292_4,3857292,Costa Rica vs Germany,Germany,Kai Havertz,84,4,Niclas Füllkrug,83,47,46.9,8.3,48.5,15.1,6.985699678629191
3857292_4,3857292,Costa Rica vs Germany,Germany,Kai Havertz,84,5,Kai Havertz,83,49,47.5,18.9,44.7,37.6,18.9084637133745
3857292_4,3857292,Costa Rica vs Germany,Germany,Kai Havertz,84,6,Joshua Kimmich,83,53,56.1,40.8,83.0,59.3,32.64751139060985
3857292_4,3857292,Costa Rica vs Germany,Germany,Kai Havertz,84,7,Mario Götze,83,58,95.8,62.3,98.7,72.3,10.412012293500235
3857292_4,3857292,Costa Rica vs Germany,Germany,Kai Havertz,84,8,Serge Gnabry,84,1,105.5,71.5,113.1,37.6,34.741473774150684
3857292_5,3857292,Costa Rica vs Germany,Germany,Niclas Füllkrug,88,1,Antonio Rüdiger,86,52,49.4,0.1,43.9,24.3,24.81713117989265
3857292_5,3857292,Costa Rica vs Germany,Germany,Niclas Füllkrug,88,2,Niklas Süle,86,56,43.9,24.3,59.7,21.3,16.082288394379702
3857292_5,3857292,Costa Rica vs Germany,Germany,Niclas Füllkrug,88,3,Joshua Kimmich,87,4,73.8,37.0,73.0,57.1,20.11591409804685
3857292_5,3857292,Costa Rica vs Germany,Germany,Niclas Füllkrug,88,4,Lukas Klostermann,87,7,74.1,60.1,70.3,38.4,22.030206535572926
3857292_5,3857292,Costa Rica vs Germany,Germany,Niclas Füllkrug,88,5,Joshua Kimmich,87,10,70.3,38.4,84.4,5.6,35.702240826032195
3857292_5,3857292,Costa Rica vs Germany,Germany,Niclas Füllkrug,88,6,Jamal Musiala,87,15,100.9,14.2,101.5,2.0,12.214745187681975
3857292_5,3857292,Costa Rica vs Germany,Germany,Niclas Füllkrug,88,7,Antonio Rüdiger,87,22,77.6,26.7,77.6,37.6,10.900000000000002
3857292_5,3857292,Costa Rica vs Germany,Germany,Niclas Füllkrug,88,8,Joshua Kimmich,87,26,79.5,37.0,81.7,14.8,22.30874268084152
3857292_5,3857292,Costa Rica vs Germany,Germany,Niclas Füllkrug,88,9,Manuel Neuer,87,37,45.0,72.9,55.1,68.8,10.900458705944448
3857292_5,3857292,Costa Rica vs Germany,Germany,Niclas Füllkrug,88,10,Lukas Klostermann,87,40,55.1,68.8,54.5,52.0,16.810710871346277
3857292_5,3857292,Costa Rica vs Germany,Germany,Niclas Füllkrug,88,11,Niklas Süle,87,45,68.6,54.1,88.2,40.8,23.686494041964092
3857292_5,3857292,Costa Rica vs Germany,Germany,Niclas Füllkrug,88,12,Joshua Kimmich,87,55,78.7,62.0,84.6,59.3,6.4884512790033275
3857292_5,3857292,Costa Rica vs Germany,Germany,Niclas Füllkrug,88,13,Kai Havertz,87,58,83.3,57.9,70.8,37.3,24.09585026513902
3857292_5,3857292,Costa Rica vs Germany,Germany,Niclas Füllkrug,88,14,Antonio Rüdiger,88,3,71.6,35.4,93.3,57.1,30.688434303496166
3857292_5,3857292,Costa Rica vs Germany,Germany,Niclas Füllkrug,88,15,Mario Götze,88,8,93.3,57.1,79.8,49.2,15.641611170208776
3857292_5,3857292,Costa Rica vs Germany,Germany,Niclas Füllkrug,88,16,Joshua Kimmich,88,10,82.2,49.8,113.7,33.0,35.699999999999996
3857292_5,3857292,Costa Rica vs Germany,Germany,Niclas Füllkrug,88,17,Leroy Sané,88,12,113.7,33.0,114.8,42.5,9.563472172804184
3857291_1,3857291,Spain vs Costa Rica,Spain,Daniel Olmo Carvajal,10,1,César Azpilicueta Tanco,9,37,110.5,80.0,103.1,68.7,13.507405376311175
3857291_1,3857291,Spain vs Costa Rica,Spain,Daniel Olmo Carvajal,10,2,Ferrán Torres García,9,40,98.4,72.1,104.1,78.5,8.570297544426326
3857291_1,3857291,Spain vs Costa Rica,Spain,Daniel Olmo Carvajal,10,3,César Azpilicueta Tanco,9,41,99.9,78.1,86.6,76.4,13.408206442324799
3857291_1,3857291,Spain vs Costa Rica,Spain,Daniel Olmo Carvajal,10,4,Ferrán Torres García,9,44,82.3,75.2,64.0,70.3,18.944656238633623
3857291_1,3857291,Spain vs Costa Rica,Spain,Daniel Olmo Carvajal,10,5,Rodrigo Hernández Cascante,9,46,63.5,67.7,63.5,40.5,27.200000000000003
3857291_1,3857291,Spain vs Costa Rica,Spain,Daniel Olmo Carvajal,10,6,Aymeric Laporte,9,50,69.2,27.6,71.5,15.3,12.513193037750197
